l;w
213.631;51.021
212.497;51.337
212.765;51.570
212.839;51.317
212.899;51.312
212.086;52.131
213.187;51.343
212.839;51.302
211.795;51.988
212.230;51.625
212.282;51.578
211.760;51.998
213.138;51.529
212.243;52.187
213.207;51.529
213.021;51.582
213.209;51.735
213.586;51.173
213.750;51.016
212.801;51.546
