l;w
211.232;54.974
211.021;55.074
211.132;55.208
211.096;55.110
213.145;55.328
212.741;55.234
212.130;54.699
211.062;55.500
210.765;55.171
209.954;55.471
212.328;55.217
211.031;55.123
210.995;55.203
211.163;55.241
210.985;55.280
210.721;55.466
211.052;55.156
209.958;56.023
209.628;56.415
209.308;55.780
210.223;55.329
