l;w
212.508;54.997
211.981;55.648
213.998;54.662
212.493;54.900
212.508;54.822
213.498;54.926
214.212;54.630
212.464;54.854
212.372;54.807
212.158;54.734
212.421;54.786
212.000;54.976
211.974;54.917
212.216;54.898
212.345;54.787
212.000;55.058
211.902;55.291
211.416;55.530
211.102;55.402
211.594;54.965
211.462;54.757
211.310;55.287
