l;w
214.916;52.076
215.743;51.691
215.502;51.654
214.283;52.489
215.103;52.104
215.208;51.729
215.137;51.492
214.696;51.839
215.514;51.130
214.437;52.142
215.200;51.280
216.696;51.132
215.038;51.212
214.348;51.947
214.352;52.007
214.488;51.697
215.151;51.656
215.075;51.602
215.129;51.644
215.153;51.614
214.755;51.395
214.497;51.714
214.933;51.396
