l;w
213.259;51.405
212.902;51.286
212.448;52.364
211.908;52.079
212.905;51.278
212.251;51.690
212.827;51.515
213.546;51.765
213.259;52.089
213.451;51.937
213.377;51.756
212.603;52.283
212.988;52.210
213.041;51.704
212.381;51.623
212.996;51.732
212.993;51.654
212.464;51.833
212.905;51.742
212.898;51.787
211.720;52.299
